antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_str,consequents_str
wholepersoneducation,homeforthebright,0.06873365707881958,0.06798655211057153,0.0654,0.9511,13.9893,1.0,0.06069872036296409,19.054497156850537,0.9970477336542319,0.916230366492147,0.9475189509453691,0.9563127090301005,#wholepersoneducation,#homeforthebright
homeforthebright,wholepersoneducation,0.06798655211057153,0.06873365707881958,0.0654,0.9615,13.9893,1.0,0.06069872036296409,24.212924915950776,0.9962484969939881,0.916230366492147,0.9586997438983,0.9563127090301005,#homeforthebright,#wholepersoneducation
"contributetotheworld, creatingthefuture, kampusberdampak, kampusswastaterbaik, sustainabilityuniversity","entrepreneurialuniversity, safeaiuniversity",0.10347403810235338,0.10310048561822936,0.1031,0.9964,9.6643,1.0,0.09243226204099755,248.44116548375456,0.9999999999999999,0.996389891696751,0.9959749021541867,0.9981949458483754,"#contributetotheworld, #creatingthefuture, #kampusberdampak, #kampusswastaterbaik, #sustainabilityuniversity","#entrepreneurialuniversity, #safeaiuniversity"
safeaiuniversity,"contributetotheworld, entrepreneurialuniversity, kampusberdampak, kampusswastaterbaik, sustainabilityuniversity",0.10310048561822936,0.10347403810235338,0.1031,1.0,9.6643,1.0,0.09243226204099755,inf,0.9995835068721366,0.996389891696751,1.0,0.9981949458483754,#safeaiuniversity,"#contributetotheworld, #entrepreneurialuniversity, #kampusberdampak, #kampusswastaterbaik, #sustainabilityuniversity"
"entrepreneurialuniversity, kampusberdampak, kampusswastaterbaik, sustainabilityuniversity","contributetotheworld, safeaiuniversity",0.10347403810235338,0.10310048561822936,0.1031,0.9964,9.6643,1.0,0.09243226204099755,248.44116548375456,0.9999999999999999,0.996389891696751,0.9959749021541867,0.9981949458483754,"#entrepreneurialuniversity, #kampusberdampak, #kampusswastaterbaik, #sustainabilityuniversity","#contributetotheworld, #safeaiuniversity"
"creatingthefuture, safeaiuniversity","contributetotheworld, entrepreneurialuniversity, kampusberdampak, kampusswastaterbaik, sustainabilityuniversity",0.10310048561822936,0.10347403810235338,0.1031,1.0,9.6643,1.0,0.09243226204099755,inf,0.9995835068721366,0.996389891696751,1.0,0.9981949458483754,"#creatingthefuture, #safeaiuniversity","#contributetotheworld, #entrepreneurialuniversity, #kampusberdampak, #kampusswastaterbaik, #sustainabilityuniversity"
"safeaiuniversity, sustainabilityuniversity","contributetotheworld, creatingthefuture, entrepreneurialuniversity, kampusberdampak, kampusswastaterbaik",0.10310048561822936,0.10347403810235338,0.1031,1.0,9.6643,1.0,0.09243226204099755,inf,0.9995835068721366,0.996389891696751,1.0,0.9981949458483754,"#safeaiuniversity, #sustainabilityuniversity","#contributetotheworld, #creatingthefuture, #entrepreneurialuniversity, #kampusberdampak, #kampusswastaterbaik"
"entrepreneurialuniversity, safeaiuniversity","contributetotheworld, creatingthefuture, kampusberdampak, kampusswastaterbaik, sustainabilityuniversity",0.10310048561822936,0.10347403810235338,0.1031,1.0,9.6643,1.0,0.09243226204099755,inf,0.9995835068721366,0.996389891696751,1.0,0.9981949458483754,"#entrepreneurialuniversity, #safeaiuniversity","#contributetotheworld, #creatingthefuture, #kampusberdampak, #kampusswastaterbaik, #sustainabilityuniversity"
"contributetotheworld, safeaiuniversity","creatingthefuture, entrepreneurialuniversity, kampusberdampak, kampusswastaterbaik, sustainabilityuniversity",0.10310048561822936,0.10347403810235338,0.1031,1.0,9.6643,1.0,0.09243226204099755,inf,0.9995835068721366,0.996389891696751,1.0,0.9981949458483754,"#contributetotheworld, #safeaiuniversity","#creatingthefuture, #entrepreneurialuniversity, #kampusberdampak, #kampusswastaterbaik, #sustainabilityuniversity"
"entrepreneurialuniversity, kampusberdampak, kampusswastaterbaik, sustainabilityuniversity","creatingthefuture, safeaiuniversity",0.10347403810235338,0.10310048561822936,0.1031,0.9964,9.6643,1.0,0.09243226204099755,248.44116548375456,0.9999999999999999,0.996389891696751,0.9959749021541867,0.9981949458483754,"#entrepreneurialuniversity, #kampusberdampak, #kampusswastaterbaik, #sustainabilityuniversity","#creatingthefuture, #safeaiuniversity"
"contributetotheworld, creatingthefuture, safeaiuniversity","entrepreneurialuniversity, kampusberdampak, kampusswastaterbaik, sustainabilityuniversity",0.10310048561822936,0.10347403810235338,0.1031,1.0,9.6643,1.0,0.09243226204099755,inf,0.9995835068721366,0.996389891696751,1.0,0.9981949458483754,"#contributetotheworld, #creatingthefuture, #safeaiuniversity","#entrepreneurialuniversity, #kampusberdampak, #kampusswastaterbaik, #sustainabilityuniversity"
"kampusberdampak, sustainabilityuniversity","contributetotheworld, creatingthefuture, kampusswastaterbaik, safeaiuniversity",0.10347403810235338,0.10310048561822936,0.1031,0.9964,9.6643,1.0,0.09243226204099755,248.44116548375456,0.9999999999999999,0.996389891696751,0.9959749021541867,0.9981949458483754,"#kampusberdampak, #sustainabilityuniversity","#contributetotheworld, #creatingthefuture, #kampusswastaterbaik, #safeaiuniversity"
"kampusswastaterbaik, safeaiuniversity","contributetotheworld, creatingthefuture, kampusberdampak, sustainabilityuniversity",0.10310048561822936,0.10347403810235338,0.1031,1.0,9.6643,1.0,0.09243226204099755,inf,0.9995835068721366,0.996389891696751,1.0,0.9981949458483754,"#kampusswastaterbaik, #safeaiuniversity","#contributetotheworld, #creatingthefuture, #kampusberdampak, #sustainabilityuniversity"
"creatingthefuture, safeaiuniversity","contributetotheworld, kampusberdampak, kampusswastaterbaik, sustainabilityuniversity",0.10310048561822936,0.10347403810235338,0.1031,1.0,9.6643,1.0,0.09243226204099755,inf,0.9995835068721366,0.996389891696751,1.0,0.9981949458483754,"#creatingthefuture, #safeaiuniversity","#contributetotheworld, #kampusberdampak, #kampusswastaterbaik, #sustainabilityuniversity"
"safeaiuniversity, sustainabilityuniversity","contributetotheworld, creatingthefuture, kampusberdampak, kampusswastaterbaik",0.10310048561822936,0.10347403810235338,0.1031,1.0,9.6643,1.0,0.09243226204099755,inf,0.9995835068721366,0.996389891696751,1.0,0.9981949458483754,"#safeaiuniversity, #sustainabilityuniversity","#contributetotheworld, #creatingthefuture, #kampusberdampak, #kampusswastaterbaik"
"contributetotheworld, safeaiuniversity","creatingthefuture, kampusberdampak, kampusswastaterbaik, sustainabilityuniversity",0.10310048561822936,0.10347403810235338,0.1031,1.0,9.6643,1.0,0.09243226204099755,inf,0.9995835068721366,0.996389891696751,1.0,0.9981949458483754,"#contributetotheworld, #safeaiuniversity","#creatingthefuture, #kampusberdampak, #kampusswastaterbaik, #sustainabilityuniversity"
safeaiuniversity,"contributetotheworld, creatingthefuture, entrepreneurialuniversity, kampusberdampak, kampusswastaterbaik, sustainabilityuniversity",0.10310048561822936,0.10347403810235338,0.1031,1.0,9.6643,1.0,0.09243226204099755,inf,0.9995835068721366,0.996389891696751,1.0,0.9981949458483754,#safeaiuniversity,"#contributetotheworld, #creatingthefuture, #entrepreneurialuniversity, #kampusberdampak, #kampusswastaterbaik, #sustainabilityuniversity"
safeaiuniversity,"contributetotheworld, creatingthefuture, kampusberdampak, kampusswastaterbaik, sustainabilityuniversity",0.10310048561822936,0.10347403810235338,0.1031,1.0,9.6643,1.0,0.09243226204099755,inf,0.9995835068721366,0.996389891696751,1.0,0.9981949458483754,#safeaiuniversity,"#contributetotheworld, #creatingthefuture, #kampusberdampak, #kampusswastaterbaik, #sustainabilityuniversity"
"kampusberdampak, sustainabilityuniversity","contributetotheworld, creatingthefuture, entrepreneurialuniversity, kampusswastaterbaik, safeaiuniversity",0.10347403810235338,0.10310048561822936,0.1031,0.9964,9.6643,1.0,0.09243226204099755,248.44116548375456,0.9999999999999999,0.996389891696751,0.9959749021541867,0.9981949458483754,"#kampusberdampak, #sustainabilityuniversity","#contributetotheworld, #creatingthefuture, #entrepreneurialuniversity, #kampusswastaterbaik, #safeaiuniversity"
"entrepreneurialuniversity, kampusberdampak","contributetotheworld, creatingthefuture, kampusswastaterbaik, safeaiuniversity, sustainabilityuniversity",0.10347403810235338,0.10310048561822936,0.1031,0.9964,9.6643,1.0,0.09243226204099755,248.44116548375456,0.9999999999999999,0.996389891696751,0.9959749021541867,0.9981949458483754,"#entrepreneurialuniversity, #kampusberdampak","#contributetotheworld, #creatingthefuture, #kampusswastaterbaik, #safeaiuniversity, #sustainabilityuniversity"
"kampusswastaterbaik, safeaiuniversity","contributetotheworld, creatingthefuture, entrepreneurialuniversity, kampusberdampak, sustainabilityuniversity",0.10310048561822936,0.10347403810235338,0.1031,1.0,9.6643,1.0,0.09243226204099755,inf,0.9995835068721366,0.996389891696751,1.0,0.9981949458483754,"#kampusswastaterbaik, #safeaiuniversity","#contributetotheworld, #creatingthefuture, #entrepreneurialuniversity, #kampusberdampak, #sustainabilityuniversity"
"contributetotheworld, entrepreneurialuniversity, kampusberdampak, kampusswastaterbaik, sustainabilityuniversity",safeaiuniversity,0.10347403810235338,0.10310048561822936,0.1031,0.9964,9.6643,1.0,0.09243226204099755,248.44116548375456,0.9999999999999999,0.996389891696751,0.9959749021541867,0.9981949458483754,"#contributetotheworld, #entrepreneurialuniversity, #kampusberdampak, #kampusswastaterbaik, #sustainabilityuniversity",#safeaiuniversity
"kampusberdampak, kampusswastaterbaik, sustainabilityuniversity","contributetotheworld, entrepreneurialuniversity, safeaiuniversity",0.10347403810235338,0.10310048561822936,0.1031,0.9964,9.6643,1.0,0.09243226204099755,248.44116548375456,0.9999999999999999,0.996389891696751,0.9959749021541867,0.9981949458483754,"#kampusberdampak, #kampusswastaterbaik, #sustainabilityuniversity","#contributetotheworld, #entrepreneurialuniversity, #safeaiuniversity"
"creatingthefuture, kampusberdampak, kampusswastaterbaik, sustainabilityuniversity","entrepreneurialuniversity, safeaiuniversity",0.10347403810235338,0.10310048561822936,0.1031,0.9964,9.6643,1.0,0.09243226204099755,248.44116548375456,0.9999999999999999,0.996389891696751,0.9959749021541867,0.9981949458483754,"#creatingthefuture, #kampusberdampak, #kampusswastaterbaik, #sustainabilityuniversity","#entrepreneurialuniversity, #safeaiuniversity"
"kampusberdampak, kampusswastaterbaik, sustainabilityuniversity","contributetotheworld, creatingthefuture, safeaiuniversity",0.10347403810235338,0.10310048561822936,0.1031,0.9964,9.6643,1.0,0.09243226204099755,248.44116548375456,0.9999999999999999,0.996389891696751,0.9959749021541867,0.9981949458483754,"#kampusberdampak, #kampusswastaterbaik, #sustainabilityuniversity","#contributetotheworld, #creatingthefuture, #safeaiuniversity"
safeaiuniversity,"contributetotheworld, creatingthefuture, entrepreneurialuniversity, kampusberdampak",0.10310048561822936,0.10347403810235338,0.1031,1.0,9.6643,1.0,0.09243226204099755,inf,0.9995835068721366,0.996389891696751,1.0,0.9981949458483754,#safeaiuniversity,"#contributetotheworld, #creatingthefuture, #entrepreneurialuniversity, #kampusberdampak"
"contributetotheworld, creatingthefuture, entrepreneurialuniversity, kampusberdampak",safeaiuniversity,0.10347403810235338,0.10310048561822936,0.1031,0.9964,9.6643,1.0,0.09243226204099755,248.44116548375456,0.9999999999999999,0.996389891696751,0.9959749021541867,0.9981949458483754,"#contributetotheworld, #creatingthefuture, #entrepreneurialuniversity, #kampusberdampak",#safeaiuniversity
"creatingthefuture, entrepreneurialuniversity, kampusberdampak","contributetotheworld, safeaiuniversity",0.10347403810235338,0.10310048561822936,0.1031,0.9964,9.6643,1.0,0.09243226204099755,248.44116548375456,0.9999999999999999,0.996389891696751,0.9959749021541867,0.9981949458483754,"#creatingthefuture, #entrepreneurialuniversity, #kampusberdampak","#contributetotheworld, #safeaiuniversity"
"contributetotheworld, creatingthefuture, kampusberdampak","entrepreneurialuniversity, safeaiuniversity",0.10347403810235338,0.10310048561822936,0.1031,0.9964,9.6643,1.0,0.09243226204099755,248.44116548375456,0.9999999999999999,0.996389891696751,0.9959749021541867,0.9981949458483754,"#contributetotheworld, #creatingthefuture, #kampusberdampak","#entrepreneurialuniversity, #safeaiuniversity"
"contributetotheworld, entrepreneurialuniversity, kampusberdampak","creatingthefuture, safeaiuniversity",0.10347403810235338,0.10310048561822936,0.1031,0.9964,9.6643,1.0,0.09243226204099755,248.44116548375456,0.9999999999999999,0.996389891696751,0.9959749021541867,0.9981949458483754,"#contributetotheworld, #entrepreneurialuniversity, #kampusberdampak","#creatingthefuture, #safeaiuniversity"
"contributetotheworld, creatingthefuture, safeaiuniversity","kampusberdampak, kampusswastaterbaik, sustainabilityuniversity",0.10310048561822936,0.10347403810235338,0.1031,1.0,9.6643,1.0,0.09243226204099755,inf,0.9995835068721366,0.996389891696751,1.0,0.9981949458483754,"#contributetotheworld, #creatingthefuture, #safeaiuniversity","#kampusberdampak, #kampusswastaterbaik, #sustainabilityuniversity"
"creatingthefuture, kampusberdampak, kampusswastaterbaik, sustainabilityuniversity","contributetotheworld, safeaiuniversity",0.10347403810235338,0.10310048561822936,0.1031,0.9964,9.6643,1.0,0.09243226204099755,248.44116548375456,0.9999999999999999,0.996389891696751,0.9959749021541867,0.9981949458483754,"#creatingthefuture, #kampusberdampak, #kampusswastaterbaik, #sustainabilityuniversity","#contributetotheworld, #safeaiuniversity"
"contributetotheworld, creatingthefuture, kampusberdampak, kampusswastaterbaik","safeaiuniversity, sustainabilityuniversity",0.10347403810235338,0.10310048561822936,0.1031,0.9964,9.6643,1.0,0.09243226204099755,248.44116548375456,0.9999999999999999,0.996389891696751,0.9959749021541867,0.9981949458483754,"#contributetotheworld, #creatingthefuture, #kampusberdampak, #kampusswastaterbaik","#safeaiuniversity, #sustainabilityuniversity"
"contributetotheworld, kampusberdampak, kampusswastaterbaik, sustainabilityuniversity","creatingthefuture, safeaiuniversity",0.10347403810235338,0.10310048561822936,0.1031,0.9964,9.6643,1.0,0.09243226204099755,248.44116548375456,0.9999999999999999,0.996389891696751,0.9959749021541867,0.9981949458483754,"#contributetotheworld, #kampusberdampak, #kampusswastaterbaik, #sustainabilityuniversity","#creatingthefuture, #safeaiuniversity"
"creatingthefuture, kampusswastaterbaik, safeaiuniversity","contributetotheworld, entrepreneurialuniversity, kampusberdampak, sustainabilityuniversity",0.10310048561822936,0.10347403810235338,0.1031,1.0,9.6643,1.0,0.09243226204099755,inf,0.9995835068721366,0.996389891696751,1.0,0.9981949458483754,"#creatingthefuture, #kampusswastaterbaik, #safeaiuniversity","#contributetotheworld, #entrepreneurialuniversity, #kampusberdampak, #sustainabilityuniversity"
"kampusswastaterbaik, safeaiuniversity, sustainabilityuniversity","contributetotheworld, creatingthefuture, entrepreneurialuniversity, kampusberdampak",0.10310048561822936,0.10347403810235338,0.1031,1.0,9.6643,1.0,0.09243226204099755,inf,0.9995835068721366,0.996389891696751,1.0,0.9981949458483754,"#kampusswastaterbaik, #safeaiuniversity, #sustainabilityuniversity","#contributetotheworld, #creatingthefuture, #entrepreneurialuniversity, #kampusberdampak"
"entrepreneurialuniversity, kampusswastaterbaik, safeaiuniversity","contributetotheworld, creatingthefuture, kampusberdampak, sustainabilityuniversity",0.10310048561822936,0.10347403810235338,0.1031,1.0,9.6643,1.0,0.09243226204099755,inf,0.9995835068721366,0.996389891696751,1.0,0.9981949458483754,"#entrepreneurialuniversity, #kampusswastaterbaik, #safeaiuniversity","#contributetotheworld, #creatingthefuture, #kampusberdampak, #sustainabilityuniversity"
"contributetotheworld, kampusswastaterbaik, safeaiuniversity","creatingthefuture, entrepreneurialuniversity, kampusberdampak, sustainabilityuniversity",0.10310048561822936,0.10347403810235338,0.1031,1.0,9.6643,1.0,0.09243226204099755,inf,0.9995835068721366,0.996389891696751,1.0,0.9981949458483754,"#contributetotheworld, #kampusswastaterbaik, #safeaiuniversity","#creatingthefuture, #entrepreneurialuniversity, #kampusberdampak, #sustainabilityuniversity"
"creatingthefuture, safeaiuniversity, sustainabilityuniversity","contributetotheworld, entrepreneurialuniversity, kampusberdampak, kampusswastaterbaik",0.10310048561822936,0.10347403810235338,0.1031,1.0,9.6643,1.0,0.09243226204099755,inf,0.9995835068721366,0.996389891696751,1.0,0.9981949458483754,"#creatingthefuture, #safeaiuniversity, #sustainabilityuniversity","#contributetotheworld, #entrepreneurialuniversity, #kampusberdampak, #kampusswastaterbaik"
"creatingthefuture, entrepreneurialuniversity, safeaiuniversity","contributetotheworld, kampusberdampak, kampusswastaterbaik, sustainabilityuniversity",0.10310048561822936,0.10347403810235338,0.1031,1.0,9.6643,1.0,0.09243226204099755,inf,0.9995835068721366,0.996389891696751,1.0,0.9981949458483754,"#creatingthefuture, #entrepreneurialuniversity, #safeaiuniversity","#contributetotheworld, #kampusberdampak, #kampusswastaterbaik, #sustainabilityuniversity"
"kampusberdampak, kampusswastaterbaik, sustainabilityuniversity","creatingthefuture, entrepreneurialuniversity, safeaiuniversity",0.10347403810235338,0.10310048561822936,0.1031,0.9964,9.6643,1.0,0.09243226204099755,248.44116548375456,0.9999999999999999,0.996389891696751,0.9959749021541867,0.9981949458483754,"#kampusberdampak, #kampusswastaterbaik, #sustainabilityuniversity","#creatingthefuture, #entrepreneurialuniversity, #safeaiuniversity"
"entrepreneurialuniversity, kampusberdampak, kampusswastaterbaik","creatingthefuture, safeaiuniversity, sustainabilityuniversity",0.10347403810235338,0.10310048561822936,0.1031,0.9964,9.6643,1.0,0.09243226204099755,248.44116548375456,0.9999999999999999,0.996389891696751,0.9959749021541867,0.9981949458483754,"#entrepreneurialuniversity, #kampusberdampak, #kampusswastaterbaik","#creatingthefuture, #safeaiuniversity, #sustainabilityuniversity"
"contributetotheworld, entrepreneurialuniversity, kampusberdampak","creatingthefuture, kampusswastaterbaik, safeaiuniversity, sustainabilityuniversity",0.10347403810235338,0.10310048561822936,0.1031,0.9964,9.6643,1.0,0.09243226204099755,248.44116548375456,0.9999999999999999,0.996389891696751,0.9959749021541867,0.9981949458483754,"#contributetotheworld, #entrepreneurialuniversity, #kampusberdampak","#creatingthefuture, #kampusswastaterbaik, #safeaiuniversity, #sustainabilityuniversity"
"contributetotheworld, creatingthefuture, kampusberdampak, kampusswastaterbaik, sustainabilityuniversity",safeaiuniversity,0.10347403810235338,0.10310048561822936,0.1031,0.9964,9.6643,1.0,0.09243226204099755,248.44116548375456,0.9999999999999999,0.996389891696751,0.9959749021541867,0.9981949458483754,"#contributetotheworld, #creatingthefuture, #kampusberdampak, #kampusswastaterbaik, #sustainabilityuniversity",#safeaiuniversity
"kampusberdampak, kampusswastaterbaik, sustainabilityuniversity",safeaiuniversity,0.10347403810235338,0.10310048561822936,0.1031,0.9964,9.6643,1.0,0.09243226204099755,248.44116548375456,0.9999999999999999,0.996389891696751,0.9959749021541867,0.9981949458483754,"#kampusberdampak, #kampusswastaterbaik, #sustainabilityuniversity",#safeaiuniversity
"entrepreneurialuniversity, kampusberdampak, sustainabilityuniversity",safeaiuniversity,0.10347403810235338,0.10310048561822936,0.1031,0.9964,9.6643,1.0,0.09243226204099755,248.44116548375456,0.9999999999999999,0.996389891696751,0.9959749021541867,0.9981949458483754,"#entrepreneurialuniversity, #kampusberdampak, #sustainabilityuniversity",#safeaiuniversity
"entrepreneurialuniversity, kampusberdampak","safeaiuniversity, sustainabilityuniversity",0.10347403810235338,0.10310048561822936,0.1031,0.9964,9.6643,1.0,0.09243226204099755,248.44116548375456,0.9999999999999999,0.996389891696751,0.9959749021541867,0.9981949458483754,"#entrepreneurialuniversity, #kampusberdampak","#safeaiuniversity, #sustainabilityuniversity"
"kampusberdampak, sustainabilityuniversity","entrepreneurialuniversity, safeaiuniversity",0.10347403810235338,0.10310048561822936,0.1031,0.9964,9.6643,1.0,0.09243226204099755,248.44116548375456,0.9999999999999999,0.996389891696751,0.9959749021541867,0.9981949458483754,"#kampusberdampak, #sustainabilityuniversity","#entrepreneurialuniversity, #safeaiuniversity"
"entrepreneurialuniversity, safeaiuniversity","kampusberdampak, sustainabilityuniversity",0.10310048561822936,0.10347403810235338,0.1031,1.0,9.6643,1.0,0.09243226204099755,inf,0.9995835068721366,0.996389891696751,1.0,0.9981949458483754,"#entrepreneurialuniversity, #safeaiuniversity","#kampusberdampak, #sustainabilityuniversity"
"safeaiuniversity, sustainabilityuniversity","entrepreneurialuniversity, kampusberdampak",0.10310048561822936,0.10347403810235338,0.1031,1.0,9.6643,1.0,0.09243226204099755,inf,0.9995835068721366,0.996389891696751,1.0,0.9981949458483754,"#safeaiuniversity, #sustainabilityuniversity","#entrepreneurialuniversity, #kampusberdampak"
safeaiuniversity,"entrepreneurialuniversity, kampusberdampak, sustainabilityuniversity",0.10310048561822936,0.10347403810235338,0.1031,1.0,9.6643,1.0,0.09243226204099755,inf,0.9995835068721366,0.996389891696751,1.0,0.9981949458483754,#safeaiuniversity,"#entrepreneurialuniversity, #kampusberdampak, #sustainabilityuniversity"
safeaiuniversity,"kampusberdampak, kampusswastaterbaik, sustainabilityuniversity",0.10310048561822936,0.10347403810235338,0.1031,1.0,9.6643,1.0,0.09243226204099755,inf,0.9995835068721366,0.996389891696751,1.0,0.9981949458483754,#safeaiuniversity,"#kampusberdampak, #kampusswastaterbaik, #sustainabilityuniversity"
"kampusberdampak, sustainabilityuniversity","kampusswastaterbaik, safeaiuniversity",0.10347403810235338,0.10310048561822936,0.1031,0.9964,9.6643,1.0,0.09243226204099755,248.44116548375456,0.9999999999999999,0.996389891696751,0.9959749021541867,0.9981949458483754,"#kampusberdampak, #sustainabilityuniversity","#kampusswastaterbaik, #safeaiuniversity"
"kampusswastaterbaik, safeaiuniversity","kampusberdampak, sustainabilityuniversity",0.10310048561822936,0.10347403810235338,0.1031,1.0,9.6643,1.0,0.09243226204099755,inf,0.9995835068721366,0.996389891696751,1.0,0.9981949458483754,"#kampusswastaterbaik, #safeaiuniversity","#kampusberdampak, #sustainabilityuniversity"
"contributetotheworld, creatingthefuture, kampusberdampak, sustainabilityuniversity","kampusswastaterbaik, safeaiuniversity",0.10347403810235338,0.10310048561822936,0.1031,0.9964,9.6643,1.0,0.09243226204099755,248.44116548375456,0.9999999999999999,0.996389891696751,0.9959749021541867,0.9981949458483754,"#contributetotheworld, #creatingthefuture, #kampusberdampak, #sustainabilityuniversity","#kampusswastaterbaik, #safeaiuniversity"
"contributetotheworld, creatingthefuture, kampusswastaterbaik, safeaiuniversity","kampusberdampak, sustainabilityuniversity",0.10310048561822936,0.10347403810235338,0.1031,1.0,9.6643,1.0,0.09243226204099755,inf,0.9995835068721366,0.996389891696751,1.0,0.9981949458483754,"#contributetotheworld, #creatingthefuture, #kampusswastaterbaik, #safeaiuniversity","#kampusberdampak, #sustainabilityuniversity"
"contributetotheworld, creatingthefuture, kampusberdampak","entrepreneurialuniversity, kampusswastaterbaik, safeaiuniversity, sustainabilityuniversity",0.10347403810235338,0.10310048561822936,0.1031,0.9964,9.6643,1.0,0.09243226204099755,248.44116548375456,0.9999999999999999,0.996389891696751,0.9959749021541867,0.9981949458483754,"#contributetotheworld, #creatingthefuture, #kampusberdampak","#entrepreneurialuniversity, #kampusswastaterbaik, #safeaiuniversity, #sustainabilityuniversity"
"entrepreneurialuniversity, kampusberdampak, sustainabilityuniversity","contributetotheworld, creatingthefuture, kampusswastaterbaik, safeaiuniversity",0.10347403810235338,0.10310048561822936,0.1031,0.9964,9.6643,1.0,0.09243226204099755,248.44116548375456,0.9999999999999999,0.996389891696751,0.9959749021541867,0.9981949458483754,"#entrepreneurialuniversity, #kampusberdampak, #sustainabilityuniversity","#contributetotheworld, #creatingthefuture, #kampusswastaterbaik, #safeaiuniversity"
"entrepreneurialuniversity, safeaiuniversity","contributetotheworld, kampusberdampak, kampusswastaterbaik, sustainabilityuniversity",0.10310048561822936,0.10347403810235338,0.1031,1.0,9.6643,1.0,0.09243226204099755,inf,0.9995835068721366,0.996389891696751,1.0,0.9981949458483754,"#entrepreneurialuniversity, #safeaiuniversity","#contributetotheworld, #kampusberdampak, #kampusswastaterbaik, #sustainabilityuniversity"
"contributetotheworld, safeaiuniversity","entrepreneurialuniversity, kampusberdampak, kampusswastaterbaik, sustainabilityuniversity",0.10310048561822936,0.10347403810235338,0.1031,1.0,9.6643,1.0,0.09243226204099755,inf,0.9995835068721366,0.996389891696751,1.0,0.9981949458483754,"#contributetotheworld, #safeaiuniversity","#entrepreneurialuniversity, #kampusberdampak, #kampusswastaterbaik, #sustainabilityuniversity"
safeaiuniversity,"creatingthefuture, kampusberdampak, sustainabilityuniversity",0.10310048561822936,0.10347403810235338,0.1031,1.0,9.6643,1.0,0.09243226204099755,inf,0.9995835068721366,0.996389891696751,1.0,0.9981949458483754,#safeaiuniversity,"#creatingthefuture, #kampusberdampak, #sustainabilityuniversity"
"kampusswastaterbaik, safeaiuniversity","contributetotheworld, creatingthefuture, kampusberdampak",0.10310048561822936,0.10347403810235338,0.1031,1.0,9.6643,1.0,0.09243226204099755,inf,0.9995835068721366,0.996389891696751,1.0,0.9981949458483754,"#kampusswastaterbaik, #safeaiuniversity","#contributetotheworld, #creatingthefuture, #kampusberdampak"
"entrepreneurialuniversity, kampusberdampak, kampusswastaterbaik",safeaiuniversity,0.10347403810235338,0.10310048561822936,0.1031,0.9964,9.6643,1.0,0.09243226204099755,248.44116548375456,0.9999999999999999,0.996389891696751,0.9959749021541867,0.9981949458483754,"#entrepreneurialuniversity, #kampusberdampak, #kampusswastaterbaik",#safeaiuniversity
"entrepreneurialuniversity, kampusberdampak","kampusswastaterbaik, safeaiuniversity",0.10347403810235338,0.10310048561822936,0.1031,0.9964,9.6643,1.0,0.09243226204099755,248.44116548375456,0.9999999999999999,0.996389891696751,0.9959749021541867,0.9981949458483754,"#entrepreneurialuniversity, #kampusberdampak","#kampusswastaterbaik, #safeaiuniversity"
"kampusswastaterbaik, safeaiuniversity","entrepreneurialuniversity, kampusberdampak",0.10310048561822936,0.10347403810235338,0.1031,1.0,9.6643,1.0,0.09243226204099755,inf,0.9995835068721366,0.996389891696751,1.0,0.9981949458483754,"#kampusswastaterbaik, #safeaiuniversity","#entrepreneurialuniversity, #kampusberdampak"
safeaiuniversity,"contributetotheworld, creatingthefuture, kampusberdampak, kampusswastaterbaik",0.10310048561822936,0.10347403810235338,0.1031,1.0,9.6643,1.0,0.09243226204099755,inf,0.9995835068721366,0.996389891696751,1.0,0.9981949458483754,#safeaiuniversity,"#contributetotheworld, #creatingthefuture, #kampusberdampak, #kampusswastaterbaik"
"contributetotheworld, creatingthefuture, kampusberdampak, kampusswastaterbaik",safeaiuniversity,0.10347403810235338,0.10310048561822936,0.1031,0.9964,9.6643,1.0,0.09243226204099755,248.44116548375456,0.9999999999999999,0.996389891696751,0.9959749021541867,0.9981949458483754,"#contributetotheworld, #creatingthefuture, #kampusberdampak, #kampusswastaterbaik",#safeaiuniversity
"contributetotheworld, creatingthefuture, kampusberdampak","kampusswastaterbaik, safeaiuniversity",0.10347403810235338,0.10310048561822936,0.1031,0.9964,9.6643,1.0,0.09243226204099755,248.44116548375456,0.9999999999999999,0.996389891696751,0.9959749021541867,0.9981949458483754,"#contributetotheworld, #creatingthefuture, #kampusberdampak","#kampusswastaterbaik, #safeaiuniversity"
safeaiuniversity,"entrepreneurialuniversity, kampusberdampak, kampusswastaterbaik",0.10310048561822936,0.10347403810235338,0.1031,1.0,9.6643,1.0,0.09243226204099755,inf,0.9995835068721366,0.996389891696751,1.0,0.9981949458483754,#safeaiuniversity,"#entrepreneurialuniversity, #kampusberdampak, #kampusswastaterbaik"
"creatingthefuture, entrepreneurialuniversity, kampusberdampak, sustainabilityuniversity","kampusswastaterbaik, safeaiuniversity",0.10347403810235338,0.10310048561822936,0.1031,0.9964,9.6643,1.0,0.09243226204099755,248.44116548375456,0.9999999999999999,0.996389891696751,0.9959749021541867,0.9981949458483754,"#creatingthefuture, #entrepreneurialuniversity, #kampusberdampak, #sustainabilityuniversity","#kampusswastaterbaik, #safeaiuniversity"
